date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:06:59	29317/29317	---M--	200	added ('OK')	text/html	date:Mon,%2007%20Mar%202022%2019:56:06%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/author.html	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/author.html	(from )
18:06:59	16521/16521	---M--	200	added ('OK')	text/html	date:Mon,%2007%20Mar%202022%2019:56:14%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/help-center.html	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/help-center.html	(from )
18:06:59	10683/10683	---M--	200	added ('OK')	text/html	date:Mon,%2007%20Mar%202022%2019:56:14%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/wallet.html	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/wallet.html	(from )
18:06:59	8940/8940	---M--	200	added ('OK')	text/html	date:Mon,%2007%20Mar%202022%2019:56:14%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/create.html	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/create.html	(from )
18:07:00	65690/65690	---M--	200	added ('OK')	text/html	date:Mon,%2007%20Mar%202022%2019:56:14%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/profile.html	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/profile.html	(from )
18:07:00	22962/22962	---M--	200	added ('OK')	text/html	date:Mon,%2007%20Mar%202022%2019:56:14%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/explore.html	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/explore.html	(from )
18:07:00	11805/11805	---M--	200	added ('OK')	text/html	date:Mon,%2007%20Mar%202022%2019:56:06%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/activity.html	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/activity.html	(from )
18:07:00	31458/31458	---M--	200	added ('OK')	text/html	date:Mon,%2007%20Mar%202022%2019:56:14%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/index.html	(from )
18:07:00	31/31	---M--	200	added ('OK')	text/plain	date:Fri,%2009%20Dec%202022%2005:00:02%20GMT	https://www.themelooks.biz/robots.txt		(from )
18:07:01	43099/43099	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Mar%202022%2018:00:34%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/favicon.png	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/favicon.png	(from https://www.themelooks.biz/demo/anefty/html/preview/coming-soon.html)
18:07:01	170836/170836	---M--	200	added ('OK')	text/css	date:Mon,%2007%20Mar%202022%2019:56:08%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/assets/css/all.min.css	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/assets/css/all.min.css	(from https://www.themelooks.biz/demo/anefty/html/preview/coming-soon.html)
18:07:02	20496/20496	---M--	200	added ('OK')	text/css	date:Mon,%2007%20Mar%202022%2018:00:36%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/assets/plugins/swiper/swiper-bundle.min.css	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/assets/plugins/swiper/swiper-bundle.min.css	(from https://www.themelooks.biz/demo/anefty/html/preview/coming-soon.html)
18:07:02	163871/163871	---M--	200	added ('OK')	text/css	date:Mon,%2007%20Mar%202022%2018:00:34%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/assets/css/bootstrap.min.css	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/assets/css/bootstrap.min.css	(from https://www.themelooks.biz/demo/anefty/html/preview/coming-soon.html)
18:07:02	7302/7302	---M--	200	added ('OK')	text/css	date:Mon,%2007%20Mar%202022%2018:00:36%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/assets/plugins/magnific-popup/magnific-popup.css	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/assets/plugins/magnific-popup/magnific-popup.css	(from https://www.themelooks.biz/demo/anefty/html/preview/coming-soon.html)
18:07:03	3973/3973	---M--	200	added ('OK')	text/css	date:Mon,%2007%20Mar%202022%2018:00:36%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/assets/plugins/nice-select/nice-select.css	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/assets/plugins/nice-select/nice-select.css	(from https://www.themelooks.biz/demo/anefty/html/preview/coming-soon.html)
18:07:03	88334/88334	---M--	200	added ('OK')	text/css	date:Mon,%2007%20Mar%202022%2020:04:56%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/assets/css/style.css	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/assets/css/style.css	(from https://www.themelooks.biz/demo/anefty/html/preview/coming-soon.html)
18:07:03	0/0	---M--	200	added ('OK')	text/css	date:Mon,%2007%20Mar%202022%2018:00:34%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/assets/css/custom.css	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/assets/css/custom.css	(from https://www.themelooks.biz/demo/anefty/html/preview/coming-soon.html)
18:07:03	3001/3001	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2007%20Mar%202022%2018:00:34%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/assets/img/icons/text.svg	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/assets/img/icons/text.svg	(from https://www.themelooks.biz/demo/anefty/html/preview/coming-soon.html)
18:07:04	2805/2805	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Mar%202022%2018:00:34%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/assets/img/media/coming-soon.png	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/assets/img/media/coming-soon.png	(from https://www.themelooks.biz/demo/anefty/html/preview/coming-soon.html)
18:07:04	431/431	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2007%20Mar%202022%2018:00:34%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/assets/img/icons/mail.svg	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/assets/img/icons/mail.svg	(from https://www.themelooks.biz/demo/anefty/html/preview/coming-soon.html)
18:07:04	822/822	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2007%20Mar%202022%2018:00:34%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/assets/img/icons/twitter-round.svg	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/assets/img/icons/twitter-round.svg	(from https://www.themelooks.biz/demo/anefty/html/preview/coming-soon.html)
18:07:04	575/575	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2007%20Mar%202022%2018:00:34%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/assets/img/icons/instagram-round.svg	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/assets/img/icons/instagram-round.svg	(from https://www.themelooks.biz/demo/anefty/html/preview/coming-soon.html)
18:07:04	1020/1020	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2007%20Mar%202022%2018:00:34%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/assets/img/icons/pinterest.svg	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/assets/img/icons/pinterest.svg	(from https://www.themelooks.biz/demo/anefty/html/preview/coming-soon.html)
18:07:05	1253/1253	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2007%20Mar%202022%2018:00:34%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/assets/img/icons/whatsapp.svg	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/assets/img/icons/whatsapp.svg	(from https://www.themelooks.biz/demo/anefty/html/preview/coming-soon.html)
18:07:05	89500/89500	---M--	200	added ('OK')	application/javascript	date:Mon,%2007%20Mar%202022%2018:00:34%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/assets/js/jquery.min.js	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/assets/js/jquery.min.js	(from https://www.themelooks.biz/demo/anefty/html/preview/coming-soon.html)
18:07:06	23364/23364	---M--	200	added ('OK')	application/javascript	date:Mon,%2007%20Mar%202022%2018:00:36%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/assets/plugins/particles/particles.min.js	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/assets/plugins/particles/particles.min.js	(from https://www.themelooks.biz/demo/anefty/html/preview/coming-soon.html)
18:07:06	78135/78135	---M--	200	added ('OK')	application/javascript	date:Mon,%2007%20Mar%202022%2018:00:34%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/assets/js/bootstrap.bundle.min.js	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/assets/js/bootstrap.bundle.min.js	(from https://www.themelooks.biz/demo/anefty/html/preview/coming-soon.html)
18:07:06	1161/1161	---M--	200	added ('OK')	application/javascript	date:Mon,%2007%20Mar%202022%2018:00:34%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/assets/js/menu.min.js	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/assets/js/menu.min.js	(from https://www.themelooks.biz/demo/anefty/html/preview/coming-soon.html)
18:07:07	135857/135857	---M--	200	added ('OK')	application/javascript	date:Mon,%2007%20Mar%202022%2018:00:36%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/assets/plugins/swiper/swiper-bundle.min.js	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/assets/plugins/swiper/swiper-bundle.min.js	(from https://www.themelooks.biz/demo/anefty/html/preview/coming-soon.html)
18:07:07	20219/20219	---M--	200	added ('OK')	application/javascript	date:Mon,%2007%20Mar%202022%2018:00:36%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/assets/plugins/magnific-popup/jquery.magnific-popup.min.js	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/assets/plugins/magnific-popup/jquery.magnific-popup.min.js	(from https://www.themelooks.biz/demo/anefty/html/preview/coming-soon.html)
18:07:07	1348/1348	---M--	200	added ('OK')	application/javascript	date:Mon,%2007%20Mar%202022%2018:00:36%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/assets/plugins/countdown/countdown.min.js	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/assets/plugins/countdown/countdown.min.js	(from https://www.themelooks.biz/demo/anefty/html/preview/coming-soon.html)
18:07:07	2942/2942	---M--	200	added ('OK')	application/javascript	date:Mon,%2007%20Mar%202022%2018:00:36%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/assets/plugins/nice-select/jquery.nice-select.min.js	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/assets/plugins/nice-select/jquery.nice-select.min.js	(from https://www.themelooks.biz/demo/anefty/html/preview/coming-soon.html)
18:07:08	35456/35456	---M--	200	added ('OK')	application/javascript	date:Mon,%2007%20Mar%202022%2018:00:36%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/assets/plugins/Isotope/isotope.pkgd.js	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/assets/plugins/Isotope/isotope.pkgd.js	(from https://www.themelooks.biz/demo/anefty/html/preview/coming-soon.html)
18:07:08	8839/8839	---M--	200	added ('OK')	application/javascript	date:Mon,%2007%20Mar%202022%2018:00:36%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/assets/plugins/counterup/waypoints.min.js	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/assets/plugins/counterup/waypoints.min.js	(from https://www.themelooks.biz/demo/anefty/html/preview/coming-soon.html)
18:07:08	2181/2181	---M--	200	added ('OK')	application/javascript	date:Mon,%2007%20Mar%202022%2018:00:36%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/assets/plugins/counterup/jquery.counterup.min.js	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/assets/plugins/counterup/jquery.counterup.min.js	(from https://www.themelooks.biz/demo/anefty/html/preview/coming-soon.html)
18:07:08	8266/8266	---M--	200	added ('OK')	application/javascript	date:Mon,%2007%20Mar%202022%2020:03:18%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/assets/js/main.js	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/assets/js/main.js	(from https://www.themelooks.biz/demo/anefty/html/preview/coming-soon.html)
18:07:08	120/120	---M--	200	added ('OK')	application/javascript	date:Mon,%2007%20Mar%202022%2018:00:34%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/assets/js/custom.js	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/assets/js/custom.js	(from https://www.themelooks.biz/demo/anefty/html/preview/coming-soon.html)
18:07:09	31458/31458	---M--	200	added ('OK')	text/html	date:Mon,%2007%20Mar%202022%2019:56:14%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/index.html	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/index-2.html	(from https://www.themelooks.biz/demo/anefty/html/preview/404.html)
18:07:09	431/431	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2007%20Mar%202022%2018:00:34%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/assets/img/icons/btn-home.svg	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/assets/img/icons/btn-home.svg	(from https://www.themelooks.biz/demo/anefty/html/preview/404.html)
18:07:09	6692/6692	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Mar%202022%2018:00:34%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/assets/img/media/404.png	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/assets/img/media/404.png	(from https://www.themelooks.biz/demo/anefty/html/preview/404.html)
18:07:09	7000/7000	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2007%20Mar%202022%2018:00:34%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/assets/img/logo.svg	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/assets/img/logo.svg	(from https://www.themelooks.biz/demo/anefty/html/preview/register.html)
18:07:09	7019/7019	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2007%20Mar%202022%2018:00:34%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/assets/img/sticky-logo.svg	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/assets/img/sticky-logo.svg	(from https://www.themelooks.biz/demo/anefty/html/preview/register.html)
18:07:10	651/651	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2007%20Mar%202022%2018:00:34%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/assets/img/icons/search-gradient.svg	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/assets/img/icons/search-gradient.svg	(from https://www.themelooks.biz/demo/anefty/html/preview/register.html)
18:07:10	31377/31377	---M--	200	added ('OK')	text/html	date:Mon,%2007%20Mar%202022%2019:56:14%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/home-v2.html	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/home-v2.html	(from https://www.themelooks.biz/demo/anefty/html/preview/register.html)
18:07:10	36455/36455	---M--	200	added ('OK')	text/html	date:Mon,%2007%20Mar%202022%2019:56:14%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/home-v3.html	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/home-v3.html	(from https://www.themelooks.biz/demo/anefty/html/preview/register.html)
18:07:11	31487/31487	---M--	200	added ('OK')	text/html	date:Mon,%2007%20Mar%202022%2019:56:14%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/home-v4.html	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/home-v4.html	(from https://www.themelooks.biz/demo/anefty/html/preview/register.html)
18:07:11	31504/31504	---M--	200	added ('OK')	text/html	date:Mon,%2007%20Mar%202022%2019:56:14%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/home-v5.html	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/home-v5.html	(from https://www.themelooks.biz/demo/anefty/html/preview/register.html)
18:07:11	14498/14498	---M--	200	added ('OK')	text/html	date:Mon,%2007%20Mar%202022%2019:56:08%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/collection.html	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/collection.html	(from https://www.themelooks.biz/demo/anefty/html/preview/register.html)
18:07:11	12678/12678	---M--	200	added ('OK')	text/html	date:Mon,%2007%20Mar%202022%2019:56:14%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/profile-edit.html	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/profile-edit.html	(from https://www.themelooks.biz/demo/anefty/html/preview/register.html)
18:07:11	2748/2748	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Mar%202022%2018:00:34%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/assets/img/media/user.png	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/assets/img/media/user.png	(from https://www.themelooks.biz/demo/anefty/html/preview/register.html)
18:07:12	260/260	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2007%20Mar%202022%2018:00:34%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/assets/img/icons/check.svg	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/assets/img/icons/check.svg	(from https://www.themelooks.biz/demo/anefty/html/preview/register.html)
18:07:12	816/816	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2007%20Mar%202022%2018:00:34%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/assets/img/icons/profile.svg	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/assets/img/icons/profile.svg	(from https://www.themelooks.biz/demo/anefty/html/preview/register.html)
18:07:12	986/986	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2007%20Mar%202022%2018:00:34%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/assets/img/icons/create.svg	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/assets/img/icons/create.svg	(from https://www.themelooks.biz/demo/anefty/html/preview/register.html)
18:07:12	711/711	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2007%20Mar%202022%2018:00:34%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/assets/img/icons/collection.svg	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/assets/img/icons/collection.svg	(from https://www.themelooks.biz/demo/anefty/html/preview/register.html)
18:07:12	851/851	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2007%20Mar%202022%2018:00:34%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/assets/img/icons/wallet.svg	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/assets/img/icons/wallet.svg	(from https://www.themelooks.biz/demo/anefty/html/preview/register.html)
18:07:13	929/929	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2007%20Mar%202022%2018:00:34%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/assets/img/icons/explore.svg	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/assets/img/icons/explore.svg	(from https://www.themelooks.biz/demo/anefty/html/preview/register.html)
18:07:13	660/660	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2007%20Mar%202022%2018:00:34%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/assets/img/icons/btn-login.svg	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/assets/img/icons/btn-login.svg	(from https://www.themelooks.biz/demo/anefty/html/preview/register.html)
18:07:14	580267/580267	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Mar%202022%2018:00:34%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/assets/img/bg/page-bg2.png	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/assets/img/bg/page-bg2.png	(from https://www.themelooks.biz/demo/anefty/html/preview/register.html)
18:07:14	1529/1529	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2007%20Mar%202022%2018:00:34%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/assets/img/icons/btn_submit.svg	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/assets/img/icons/btn_submit.svg	(from https://www.themelooks.biz/demo/anefty/html/preview/contact.html)
18:07:14	6461/6461	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2007%20Mar%202022%2018:00:34%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/assets/img/footer-logo-light.svg	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/assets/img/footer-logo-light.svg	(from https://www.themelooks.biz/demo/anefty/html/preview/contact.html)
18:07:14	295431/295431	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Mar%202022%2018:00:34%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/assets/img/bg/author-cover.png	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/assets/img/bg/author-cover.png	(from https://www.themelooks.biz/demo/anefty/html/preview/contact.html)
18:07:14	110779/110779	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Mar%202022%2018:00:34%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/assets/img/media/bd-1.png	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/assets/img/media/bd-1.png	(from https://www.themelooks.biz/demo/anefty/html/preview/blog-details.html)
18:07:14	42875/42875	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Mar%202022%2018:00:34%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/assets/img/media/bd-2.png	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/assets/img/media/bd-2.png	(from https://www.themelooks.biz/demo/anefty/html/preview/blog-details.html)
18:07:15	57317/57317	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Mar%202022%2018:00:34%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/assets/img/media/bd-3.png	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/assets/img/media/bd-3.png	(from https://www.themelooks.biz/demo/anefty/html/preview/blog-details.html)
18:07:15	5712/5712	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Mar%202022%2018:00:34%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/assets/img/media/post-author.png	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/assets/img/media/post-author.png	(from https://www.themelooks.biz/demo/anefty/html/preview/blog-details.html)
18:07:15	5712/5712	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Mar%202022%2018:00:34%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/assets/img/media/author_1.png	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/assets/img/media/author_1.png	(from https://www.themelooks.biz/demo/anefty/html/preview/blog-details.html)
18:07:15	253/253	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2007%20Mar%202022%2018:00:34%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/assets/img/icons/share2.svg	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/assets/img/icons/share2.svg	(from https://www.themelooks.biz/demo/anefty/html/preview/blog-details.html)
18:07:15	729/729	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2007%20Mar%202022%2018:00:34%20GMT	https://www.themelooks.biz/demo/anefty/html/preview/assets/img/icons/btn-save.svg	G:/Learning/SWD391/artwork-sharing/www.themelooks.biz/demo/anefty/html/preview/assets/img/icons/btn-save.svg	(from https://www.themelooks.biz/demo/anefty/html/preview/blog-details.html)
